"Name", "PubChem"
"M000728_A147003-101-xxx_NA_1454.09_PRED_VAR5_ALK_Ornithine-1.5-lactam (2TMS)", 
"M000000_A145016-101-xxx_NA_1454.42_TRUE_VAR5_ALK_NA145016 (classified unknown)", 
"M000884_A145012-101-xxx_NA_1455.34_TRUE_VAR5_ALK_Isobutanoic acid. 3-amino- (3TMS)", 5459822
"Unknown", 
"M000000_A147011-101-xxx_NA_1464.11_TRUE_VAR5_ALK_NA147011 (classified unknown)", 
"Unknown", 
"M000000_A148006-101-xxx_NA_1467.28_PRED_VAR5_ALK_NA", 
"M000032_A148002-101-xxx_NA_1469.31_TRUE_VAR5_ALK_Glutamine [-H2O] (2TMS) BP", 5961
"GCTMS_N12C_STD_051207_364.966_1474.5_[L-(-)-Malic acid_3TMS]", 222656
"Unknown", 
"Unknown", 
"Unknown", 
"M000054_A150002-101-xxx_NA_1493.27_TRUE_VAR5_ALK_Erythritol (4TMS)", 222285
"Unknown", 
"M000535_A150001-101-xxx_NA_1500_TRUE_VAR5_ALK_Pentadecane. n-", 
"Unknown", 
"M000013_A151002-101-xxx_NA_1501.28_TRUE_VAR5_ALK_Asparagine [-H2O] (2TMS)", 6267
"Unknown", 
"GCTMS_N12C_STD_051219_411.37_1525.9_[Isoguvacine_nTMS]", 
"Unknown", 
"M000114_A153003-101-xxx_NA_1526.01_TRUE_VAR5_ALK_Butanoic acid. 4-amino- (3TMS)", 119
"M000033_A152002-101-xxx_NA_1510.94_TRUE_VAR5_ALK_Aspartic acid (3TMS)", 5960
"Unknown", 
"GCTMS_N12C_STD_051219_406.552_1506.6_[L-Aspartic acid_3TMS]", 5960
"M000018_A152001-101-xxx_NA_1515.87_TRUE_VAR5_ALK_Methionine (2TMS)", 6137
"Unknown", 
"GCTMS_N12C_STD_051207_376.732_1519.7_[L-Pyroglutamic acid_2TMS]", 7405
"Unknown", 
"Unknown", 
"Unknown", 
"1524.7_D-Erythronic acid gamma-lactone (1MEOX) (2TMS)", 5325915
"GCTMS_N12C_STD_060123_409.917_1526.6_[gamma-Amino-n-butyric acid_3TMS]", 119
"M000454_A154001-101-xxx_NA_1528.56_TRUE_VAR5_ALK_Erythronic acid (4TMS)", 151152
"Unknown", 
"Unknown", 
"Unknown", 
"Unknown", 
"M001212_A155003-101-xxx_NA_1541.53_PRED_VAR5_ALK_similar to Ditertbutylphenol (1TMS)", 
"Unknown", 
"Unknown", 
"M000078_A156001-101-xxx_NA_1545.35_TRUE_VAR5_ALK_Threonic acid (4TMS)", 151152
"M000020_A156002-101-xxx_NA_1550.82_PRED_VAR5_ALK_Cysteine (3TMS)", 5862
"M000000_A155014-101-xxx_NA_1554.13_TRUE_VAR5_ALK_D155405", 
"Unknown", 
"M000013_A157008-101-xxx_NA_1557.54_PRED_VAR5_ALK_similar to Asparagine Derivate", 6267
"Unknown", 
"M000809_A158010-101-xxx_NA_1569.38_TRUE_VAR5_ALK_Glutaric acid. 2-hydroxy- (3TMS)", 439391
"GCTMS_N12C_STD_060123_418.579_1561.3_[alpha-Ketoglutaric acid_methoxyamine_2TMS]", 
"M000015_A158006-101-xxx_NA_1564.96_TRUE_VAR5_ALK_Serine (4TMS)", 5951
"Unknown", 
"M000000_A159003-101-xxx_NA_1575.36_PRED_VAR5_ALK_NA", 
"Unknown", 
"Unknown", 
"M000013_A157012-101-xxx_NA_1581.3_PRED_VAR5_ALK_similar to Asparagine Derivate", 6267
"Unknown", 
"1577.6_L-Ethionine (2TMS)", 
"M000029_A159001-101-xxx_NA_1583.16_TRUE_VAR5_ALK_Proline [+CO2] (2TMS)", 145742
"M000000_A158017-101-xxx_NA_1578.29_PRED_VAR5_ALK_Unknown#bth-pae-039", 133568353
"M000032_A160005-101-xxx_NA_1580.83_TRUE_VAR5_ALK_Glutamine [-H2O] (3TMS) MP", 5961
"Unknown", 
"M000961_A161003-101-xxx_NA_1598.69_TRUE_VAR5_ALK_Glutaric acid. 3-hydroxy-3-methyl- (3TMS)", 1662
"Unknown", 
"M000537_A160011-101-xxx_NA_1596.58_PRED_VAR5_ALK_Hexadecane. n-", 
"GCTMS_N12C_STD_051207_398.56_1607.8_[L-Glutamic acid_3TMS]", 33032
"Unknown", 
"M000013_A164007-101-xxx_NA_1621.76_PRED_VAR5_ALK_Asparagine (4TMS) BP1", 6267
"1615.3_D-tartaric acid (4TMS)", 439655
"M000000_A163017-101-xxx_NA_1628.54_PRED_VAR5_ALK_Unknown#sst-cgl-040", 439329
"Unknown", 
"M001230_A163025-101-xxx_NA_1631.51_TRUE_VAR5_ALK_2-Imidazolidone-4-carboxylic acid (3TMS)", 
"GCTMS_N12C_STD_051214_396.598_1627.4_[D-(-)-Penicillamine_3TMS]", 4727
"GCTMS_N12C_STD_051207_402.604_1625.1_[L-Phenylalanine_2TMS]", 6140
"Unknown", 
"M000576_A164008-101-xxx_NA_1638.04_TRUE_VAR5_ALK_Lyxose (1MEOX) (4TMS) BP", 441476
"Unknown", 
"Unknown", 
"M000000_A167005-101-xxx_NA_1649.88_PRED_VAR5_ALK_NA", 
"GCTMS_N12C_STD_051207_407.521_1646.1_[D-(-)-Arabinose_4TMS]", 439195
"GCTMS_N12C_STD_060123_439.936_1649.7_[beta-Ketoadipic acid_methoxyamine_2TMS]", 
"Unknown", 
"GCTMS_N12C_STD_051207_410.788_1660_[D-Xylulose_4TMS]", 5289590
"M000000_A165011-101-xxx_NA_1654.34_TRUE_VAR5_ALK_D165453", 
"GCTMS_N12C_STD_051219_443.082_1656.3_[L-Asparagine_3TMS]", 6267
"GCTMS_N12C_STD_051207_410.59_1659.2_[D(-)Ribose_4TMS]", 5779
"M000000_A168011-101-xxx_NA_1685.13_PRED_VAR5_ALK_NA", 
"M001124_A168020-101-xxx_NA_1679.12_TRUE_VAR5_ALK_Cysteinesulfinic acid (3TMS)", 439270
"M000000_A171005-101-xxx_NA_1692.54_PRED_VAR5_ALK_NA", 
"1687.5_DL-Glyceraldehyde 3-phosphate solution (1MEOX) (3TMS)", 
"GCTMS_N12C_STD_060121_449.121_1513.5_[N-Formyl-L-methionine_2TMS]", 6995182
"M000248_A172001-101-xxx_NA_1701.03_TRUE_VAR5_ALK_Glucose. 1.6-anhydro-. beta- (3TMS)", 
"M000538_A170009-101-xxx_NA_1698.45_PRED_VAR5_ALK_Heptadecane. n-", 
"Unknown", 
"GCTMS_N12C_STD_051214_416.034_1710.9_[Adonitol_5TMS]", 6912
"M000591_A173002-101-xxx_NA_1714.7_TRUE_VAR5_ALK_Fucose (1MEOX) (4TMS) MP", 17106
"M000032_A174008-101-xxx_NA_1720.58_TRUE_VAR5_ALK_Glutamine (4TMS)", 5961
"GCTMS_N12C_STD_060123_455.259_1715.7_[N-acetyl putrescine hydrochloride_2TMS]", 
"Unknown", 
"M000000_A174001-101-xxx_NA_1732.08_PRED_VAR5_ALK_NA174001", 
"Unknown", 
"M000234_A174011-101-xxx_NA_1734.67_TRUE_VAR5_ALK_Agmatine [-NH3] (3TMS)", 199
"Unknown", 
"GCTMS_N12C_STD_051214_426.331_1736.3_[1,4-Butanediamine_4TMS]", 
"1741_N-Acetyl-DL-glutamic acid (3TMS)", 185
"M000605_A177001-101-xxx_NA_1750.73_TRUE_VAR5_ALK_Ribonic acid (5TMS)", 5460677
"M000000_A175008-101-xxx_NA_1740.69_PRED_VAR5_ALK_NA", 
"GCTMS_N12C_STD_060131_460.969_1740_[rac-Glycerol 3-phosphoate disodium_4TMS]", 
"Unknown", 
"Unknown", 
"GCTMS_N12C_STD_051214_425.835_1755.1_[Adonitol]", 6912
"Unknown", 
"M000000_A178002-101-xxx_NA_1763.02_PRED_VAR5_ALK_NA", 
"Unknown", 
"M000032_A178001-101-xxx_NA_1766.72_TRUE_VAR5_ALK_Glutamine. DL- (3TMS)", 5961
"M000991_A178005-101-xxx_NA_1759.34_TRUE_VAR5_ALK_Lyxonic acid (5TMS)", 
"GCTMS_N12C_STD_051207_434.102_1517.9_[L-Glutamine_3TMS]", 5961
"GCTMS_N12C_STD_060123_469.293_1778.9_[delta-Aminolevulinic acid_3TMS]", 137
"M001131_A177014-101-xxx_NA_1774.08_TRUE_VAR5_ALK_Ethanolaminephosphate (4TMS)", 1015
"Unknown", 
"Unknown", 
"GCTMS_N12C_STD_051214_432.898_1766_[4-Hydroxyphenylpyruvic acid_3TMS]", 979
"Unknown", 
"GCTMS_N12C_STD_051203_439.761_1788.2_[(-)Shikimic acid_4TMS]", 8742
"Unknown", 
"M000000_A181001-101-xxx_NA_1795.75_PRED_VAR5_ALK_NA181001", 
"Unknown", 
"Unknown", 
"GCTMS_N12C_STD_051203_443.194_1803.9_[Citric acid_4TMS]", 311
"GCTMS_N12C_STD_051207_444.118_1808.8_[L-Ornithine _2TMS]", 6262
"Unknown", 
"GCTMS_N12C_STD_051219_479.02_1816.8_[Glycylglycine_4TMS]", 
"GCTMS_N12C_STD_060131_476.479_1810.4_[Protocatechuic acid =3,4 Dihydroxybenzoic acid_3TMS]", 
"GCTMS_N12C_STD_060131_477.898_1817.1_[Uridine 5'-diphospho-N-acetylglucosamine_nTMS]", 
"Unknown", 
"Unknown", 
"Unknown", 
"Unknown", 
"M000000_A184030-101-xxx_NA_1841.08_TRUE_VAR5_ALK_NA184030 (classified unknown)", 
"M000082_A185002-101-xxx_NA_1839.58_TRUE_VAR5_ALK_Dehydroascorbic acid dimer (2MEOX) MP", 
"Unknown", 
"Unknown", 
"1847.9_(+-)-Jasmonic acid (1MEOX) (1TMS)", 5281166
"Unknown", 
"Unknown", 
"Unknown", 
"GCTMS_N12C_STD_051207_453.919_1855.5_[D(-)Fructose_5TMS]", 439709
"Unknown", 
"Unknown", 
"M000606_A188004-101-xxx_NA_1863.13_TRUE_VAR5_ALK_Fructose (1MEOX) (5TMS) BP", 439709
"GCTMS_N12C_STD_051207_455.767_1864.3_[D(-)Fructose_5TMS]", 439709
"Unknown", 
"Unknown", 
"GCTMS_N12C_STD_051207_457.96_1874.8_[D(+)Galactose_5TMS]", 439357
"GCTMS_N12C_STD_051207_456.79_1869.2_[D(+)-Mannose_5TMS]", 18950
"Unknown", 
"1880.5_D-(+)-Gluconic acid delta-lactone (4TMS)", 2724333
"GCTMS_N12C_STD_051214_452.137_1877.7_[Allantoin_4TMS]", 204
"M000237_A188006-101-xxx_NA_1868.11_TRUE_VAR5_ALK_Glucopyranoside. 1-O-methyl-. alpha- (4TMS)", 
"Unknown", 
"GCTMS_N12C_STD_051207_459.562_1882.4_[beta-D(+)Glucose_5TMS]", 5793
"Unknown", 
"M000040_A189002-101-xxx_NA_1880.5_TRUE_VAR5_ALK_Glucose (1MEOX) (5TMS) MP", 5793
"GCTMS_N12C_STD_051207_459.397_1881.6_[D-(+)-Glucose_5TMS]", 5793
"Unknown", 
"Unknown", 
"GCTMS_N12C_STD_051214_458.902_1888.1_[3-Indolylacetonitrile_1TMS]", 351795
"GCTMS_N12C_STD_051214_458.983_1888.4_[L-Iditol_nTMS]", 5460044
"Unknown", 
"Unknown", 
"M000543_A190001-101-xxx_NA_1900.01_TRUE_VAR5_ALK_Nonadecane", 12401
"M000014_A192003-101-xxx_NA_1913.61_TRUE_VAR5_ALK_Lysine (4TMS)", 5962
"M000703_A212013-101-xxx_NA_1920.5_TRUE_VAR5_ALK_Sedoheptulose. 2.7-anhydro-. beta- (4TMS)", 102926
"M000221_A193004-101-xxx_NA_1920.98_TRUE_VAR5_ALK_Glucuronic acid (1MEOX) (5TMS) MP", 444791
"GCTMS_N12C_STD_051203_468.505_1925.7_[D-Galactosamine_hydrochloride_5TMS]", 
"GCTMS_N12C_STD_051207_469.708_1932.3_[L-Tyrosine_3TMS]", 6057
"M000035_A194002-101-xxx_NA_1934.12_TRUE_VAR5_ALK_Tyrosine (3TMS)", 6057
"Unknown", 
"M000000_A196004-101-xxx_NA_1946.84_PRED_VAR5_ALK_NA", 
"GCTMS_N12C_STD_051214_471.623_1951.2_[D(+)-Galacturonic acid_5TMS]", 84740
"M000000_A196006-101-xxx_NA_1945.37_PRED_VAR5_ALK_NA", 
"M999999_A198006-101-xxx_NA_1959.24_TRUE_VAR5_ALK_Glucopyranose. D- (5TMS)", 5793
"M000000_A197003-101-xxx_NA_1958.51_PRED_VAR5_ALK_similar to Glucopyranose (5TMS)", 
"Unknown", 
"1983_D-(+)-Gluconic acid delta-lactone (1MEOX) (4TMS)", 2724333
"M000409_A200002-101-xxx_NA_1997.44_TRUE_VAR5_ALK_Ornithine. N2-acetyl- (3TMS)", 439232
"M000000_A201002-101-xxx_NA_2004.24_PRED_VAR5_ALK_NA201002 (classified unknown)", 
"M000544_A200008-101-xxx_NA_2002.55_PRED_VAR5_ALK_Eicosane. n-", 
"Unknown", 
"Unknown", 
"GCTMS_N12C_STD_060121_522.943_2038.4_[Palmitic acid_1TMS]", 985
"M000483_A205001-101-xxx_NA_2046.19_TRUE_VAR5_ALK_Hexadecanoic acid (1TMS)", 985
"Unknown", 
"Unknown", 
"GCTMS_N12C_STD_051219_527.629_2058.7_[N-Acetyl-D-glucosamine_4TMS]", 439174
"M000000_A206002-101-xxx_NA_2055.9_PRED_VAR5_ALK_NA", 
"M001041_A205010-101-xxx_NA_2059.95_TRUE_VAR5_ALK_beta-D-Galactopyranoside. 1-isopropyl-. 1-thio- (4TMS)", 
"M000092_A209001-101-xxx_NA_2068.66_PRED_VAR5_ALK_Allantoin (3TMS)", 204
"GCTMS_N12C_STD_051219_530.434_2073.4_[N-Acetyl-D-glucosamine_4TMS]", 439174
"Unknown", 
"GCTMS_N12C_STD_051203_499.327_2083.6_[myo-Inositol_6TMS]", 
"M000000_A211001-101-xxx_NA_2098.3_PRED_VAR5_ALK_NA211001", 
"GCTMS_N12C_STD_051207_500.746_2091.9_[D-Ribose 5-phosphate_5TMS]", 439167
"M000548_A210012-101-xxx_NA_2102.8_PRED_VAR5_ALK_Heneicosane. n-", 
"M000000_A214003-101-xxx_NA_2127.28_PRED_VAR5_ALK_NA", 
"Unknown", 
"Unknown", 
"M000704_A215001-101-xxx_NA_2152.83_PRED_VAR5_ALK_Octadecan-1-ol. n- (1TMS)", 
"M000834_A218002-101-xxx_NA_2173.41_PRED_VAR5_ALK_Glycerophosphoglycerol (5TMS)", 
"Unknown", 
"Unknown", 
"Unknown", 
"M000000_A221004-101-xxx_NA_2197.89_PRED_VAR5_ALK_NA", 
"M000550_A220001-101-xxx_NA_2200_TRUE_VAR5_ALK_Docosane. n-", 
"GCTMS_N12C_STD_060121_554.721_2209.6_[Linoleic acid_1TMS]", 5280450
"Unknown", 
"GCTMS_N12C_STD_060123_555.547_2217.4_[Oleic acid_1TMS]", 445639
"GCTMS_N12C_STD_060121_555.777_2215.6_[Linolenic acid_1TMS]", 5280934
"GCTMS_N12C_STD_051207_523.416_2216.3_[L-Tryptophane_3TMS]", 6305
"GCTMS_N12C_STD_060131_559.045_2236_[Stearic acid_1TMS]", 5281
"Unknown", 
"M000000_A227001-101-xxx_NA_2259.04_PRED_VAR5_ALK_NA", 
"GCTMS_N12C_STD_060131_561.949_2252.6_[Spermidine_5TMS]", 1102
"GCTMS_N12C_STD_051219_563.467_2255.6_[Minoxidil_nTMS]", 
"M000000_A228001-101-xxx_NA_2265.18_PRED_VAR5_ALK_NA", 
"Unknown", 
"M000000_A228015-101-xxx_NA_2276.99_PRED_VAR5_ALK_Unknown#sst-cgl-111", 
"M000000_A226014-101-xxx_NA_2265.6_TRUE_VAR5_ALK_D226501", 
"Unknown", 
"Unknown", 
"GCTMS_N12C_STD_051207_535.264_2284.1_[D-Fructose 6-phosphate_6TMS]", 69507
"M000000_A228014-101-xxx_NA_2285.27_TRUE_VAR5_ALK_D228685", 
"M000711_A231001-101-xxx_NA_2294.95_TRUE_VAR5_ALK_Mannose-6-phosphate (1MEOX) (6TMS) MP", 439198
"Unknown", 
"M000556_A230004-101-xxx_NA_2301.6_PRED_VAR5_ALK_Tricosane. n-", 
"Unknown", 
"Unknown", 
"GCTMS_N12C_STD_051207_541.831_2322.7_[D-Glucose-6-phosphate_6TMS]", 5958
"M000513_A235002-101-xxx_NA_2328.97_TRUE_VAR5_ALK_Glucose-6-phosphate (1MEOX) (6TMS) BP", 439452
"M000000_A236001-101-xxx_NA_2353.1_PRED_VAR5_ALK_NA", 
"Unknown", 
"2346.4_D-Sorbitol-6-phosphate barium salt  (7TMS)", 
"M000000_A241003-101-xxx_NA_2386.02_PRED_VAR5_ALK_NA", 
"Unknown", 
"M000558_A240003-101-xxx_NA_2400.5_PRED_VAR5_ALK_Tetracosane. n-", 
"Unknown", 
"M000724_A243001-101-xxx_NA_2414.29_PRED_VAR5_ALK_myo-Inositol-1-phosphate (7TMS)", 440194
"Unknown", 
"Unknown", 
"M000712_A235001-101-xxx_NA_2416.46_TRUE_VAR5_ALK_Galactose-6-phosphate (1MEOX) (6TMS) BP", 439452
"GCTMS_N12C_STD_051203_562.786_2448.9_[Uridine_3TMS]", 6029
"Unknown", 
"Unknown", 
"Unknown", 
"Unknown", 
"M000000_A249004-101-xxx_NA_2483.55_PRED_VAR5_ALK_NA", 
"M000000_A249001-101-xxx_NA_2475.78_PRED_VAR5_ALK_NA", 
"Unknown", 
"Unknown", 
"M000560_A250004-101-xxx_NA_2499.33_PRED_VAR5_ALK_Pentacosane. n-", 
"M000000_A251003-101-xxx_NA_2499.64_PRED_VAR5_ALK_NA", 
"Unknown", 
"Unknown", 
"M000749_A256002-101-xxx_NA_2549.09_PRED_VAR5_ALK_Docosan-1-ol. n- (1TMS)", 
"Unknown", 
"M000778_A259003-101-xxx_NA_2586.16_PRED_VAR5_ALK_Nicotianamine (4TMS)", 
"M000000_A261012-101-xxx_NA_2609.73_PRED_VAR5_ALK_Lactulose_8TMS", 11333
"Unknown", 
"M000561_A260001-101-xxx_NA_2605.36_PRED_VAR5_ALK_Hexacosane. n-", 
"Unknown", 
"GCTMS_N12C_STD_051207_588.625_2614.8_[Sucrose_8TMS]", 5988
"M000044_A264001-101-xxx_NA_2622.87_TRUE_VAR5_ALK_Sucrose (8TMS)", 5988
"Unknown", 
"Unknown", 
"GCTMS_N12C_STD_051207_596.822_2669.6_[alpha-Lactose_8TMS]", 84571
"GCTMS_N12C_STD_051207_599.528_2687.7_[alpha-Lactose_8TMS]", 84571
"M000562_A270002-101-xxx_NA_2699.2_PRED_VAR5_ALK_Heptacosane. n-", 
"M000671_A274002-101-xxx_NA_2726.3_TRUE_VAR5_ALK_Trehalose. alpha.alpha'-. D- (8TMS)", 7427
"GCTMS_N12C_STD_051207_605.422_2727.1_[D(+)Trehalose_8TMS]", 7427
"Unknown", 
"M000000_A273017-101-xxx_NA_2733.48_TRUE_VAR5_ALK_D273330", 
"GCTMS_N12C_STD_060121_644.713_2747.3_[Maltose_8TMS]", 10991489
"M000296_A283011-101-xxx_NA_2788.87_TRUE_VAR5_ALK_Gentiobiose (1MEOX) (8TMS) MP", 439193
"M000563_A280001-101-xxx_NA_2800.02_TRUE_VAR5_ALK_Octacosane. n-", 
"M000000_A284004-101-xxx_NA_2829.23_PRED_VAR5_ALK_NA", 
"M000499_A284005-101-xxx_NA_2834.42_TRUE_VAR5_ALK_Tetracosanoic acid (1TMS)", 11197
"GCTMS_N12C_STD_051207_627.862_2872.7_[Melibiose_8TMS]", 440658
"M000000_A291003-101-xxx_NA_2902.44_PRED_VAR5_ALK_NA", 
"2892.8_n-Nonacosane (0TMS)", 12409
"Unknown", 
"M000000_A294002-101-xxx_NA_2925.73_PRED_VAR5_ALK_NA", 
"M000000_A300001-101-xxx_NA_2987.5_PRED_VAR5_ALK_NA", 
"Unknown", 
"M000565_A300004-101-xxx_NA_2994.99_PRED_VAR5_ALK_Triacontane. n-", 
"M000000_A306001-101-xxx_NA_3044.31_TRUE_VAR5_ALK_NA", 
"M000284_A307007-101-xxx_NA_3051.07_PRED_VAR5_ALK_Adenosine-5-monophosphate (4TMS) (Derivate not found)", 6083
"3099.9_n-Hentriacontane (0TMS)", 12410
"M000000_A313001-101-xxx_NA_3115.56_TRUE_VAR5_ALK_NA", 
"GCTMS_N12C_STD_051214_660.268_3099.3_[Adenosine 3':5'-cyclicmonophosphate_3TMS]", 
"M000000_A317003-101-xxx_NA_3154.49_PRED_VAR5_ALK_NA", 
"M000182_A319002-101-xxx_NA_3188.14_TRUE_VAR5_ALK_Cholesterol (1TMS)", 11025495
"M000567_A320001-101-xxx_NA_3199.99_TRUE_VAR5_ALK_Dotriacontane. n-", 
"Unknown", 
"M000568_A330004-101-xxx_NA_3292.83_PRED_VAR5_ALK_Tritriacontane. n-", 
"M000158_A332001-101-xxx_NA_3319.29_TRUE_VAR5_ALK_Stigmasterol (1TMS)", 5280794
"3304.3_Campesterol (1TMS)", 5283637
"M000814_A340003-101-xxx_NA_3361.26_TRUE_VAR5_ALK_Kestose. 1- (11TMS)", 440080
"M000183_A338002-101-xxx_NA_3385.83_TRUE_VAR5_ALK_Sitosterol. beta- (1TMS)", 222284
