Name,PubChem
GCTMS_N12C_STD_051214_321.852_1344.3_[3-Aminopropionitrile fumarate_2TMS], 
Unknown, 
M000015_A138001-101-xxx_NA_1352.51_TRUE_VAR5_ALK_Serine (3TMS),5951
GCTMS_N12C_STD_051219_362.937_1348.4_[L-Serine_3TMS],5951
Unknown, 
M000000_A135011-101-xxx_NA_1356.22_TRUE_VAR5_ALK_NA135011 (classified unknown], 
Unknown, 
M000461_A138003-101-xxx_NA_1360.69_TRUE_VAR5_ALK_Nonanoic acid (1TMS),8158
Unknown, 
Unknown, 
M000026_A138002-101-xxx_NA_1360.5_PRED_VAR5_ALK_Alanine (3TMS),5950
Unknown, 
Unknown, 
M000000_A140003-101-xxx_NA_1370.74_PRED_VAR5_ALK_NA, 
GCTMS_N12C_STD_060123_368.734_1374.3_[alpha-Methyl-DL-serine_3TMS], 
M000016_A140001-101-xxx_NA_1377.23_TRUE_VAR5_ALK_Threonine (3TMS),6288
GCTMS_N12C_STD_051207_337.759_1375.4_[L-Threonine_3TMS],6288
Unknown, 
Unknown, 
Unknown, 
GCTMS_N12C_STD_051214_338.914_1385.4_[O-Acetyl-L-Serine hyd_2TMS], 
Unknown, 
GCTMS_N12C_STD_060121_373.617_1389.3_[Mesaconic acid_2TMS],638129
M000000_A141003-101-xxx_NA_1388.91_PRED_VAR5_ALK_NA, 
Unknown, 
Unknown, 
M000000_A142005-101-xxx_NA_1407.88_PRED_VAR5_ALK_NA, 
GCTMS_N12C_STD_060131_374.31_1392.1_[Thymine_2TMS],1135
GCTMS_N12C_STD_051219_376.468_1394.6_[Glutaric acid_2TMS],743
M000730_A143004-101-xxx_NA_1403.98_PRED_VAR5_ALK_Butanoic acid. 2.4-dihydroxy- (3TMS), 
M001226_A140017-101-xxx_NA_1403.84_TRUE_VAR5_ALK_Hydantoin. 5-methyl- (2TMS), 
M000534_A140011-101-xxx_NA_1393.41_PRED_VAR5_ALK_Tetradecane. n-, 
M000000_A141017-101-xxx_NA_1404.58_PRED_VAR5_ALK_Unknown#bth-pae-027, 
Unknown, 
Unknown, 
1417.5_S-Methyl-L-cysteine (2TMS),24417
Unknown, 
Unknown, 
Unknown, 
GCTMS_N12C_STD_051207_350.859_1422_[beta-Alanine_3TMS],239
Unknown, 
GCTMS_N12C_STD_051219_384.685_1424.8_[Diethanolamine_3TMS],8113
M000000_A143003-101-xxx_NA_1420.25_PRED_VAR5_ALK_NA, 
Unknown, 
M000019_A146001-101-xxx_NA_1441.44_TRUE_VAR5_ALK_Homoserine (3TMS),12647
M000000_A146004-101-xxx_NA_1435.92_PRED_VAR5_ALK_NA, 
Unknown, 
M000000_A145016-101-xxx_NA_1454.42_TRUE_VAR5_ALK_NA145016 (classified unknown), 
M000000_A145015-101-xxx_NA_1455.47_TRUE_VAR5_ALK_NA145015, 
Unknown, 
Unknown, 
Unknown, 
M000000_A147011-101-xxx_NA_1464.11_TRUE_VAR5_ALK_NA147011 (classified unknown), 
Unknown, 
1468.3_L-beta-homothreonine (3TMS), 
M000932_A146012-101-xxx_NA_1464.09_TRUE_VAR5_ALK_Uracil. dihydro- (1TMS),649
M000066_A148001-101-xxx_NA_1464.37_TRUE_VAR5_ALK_Malic acid. 2-methyl- (3TMS),1081
M000032_A148002-101-xxx_NA_1469.31_TRUE_VAR5_ALK_Glutamine [-H2O] (2TMS) BP,5961
M000927_A144014-101-xxx_NA_1447.51_TRUE_VAR5_ALK_Benzoic acid. 3-amino-2.3-dihydro- (1TMS), 
Unknown, 
Unknown, 
Unknown, 
Unknown, 
M000446_A156005-101-xxx_NA_1469.99_TRUE_VAR5_ALK_Maleamic acid. N-ethyl- (2TMS), 
M000928_A146008-101-xxx_NA_1466.43_TRUE_VAR5_ALK_Acetamide. 2-phenyl- (1TMS),7680
Unknown, 
Unknown, 
Unknown, 
Unknown, 
Unknown, 
Unknown, 
Unknown, 
GCTMS_N12C_STD_051207_364.966_1474.5_[L-(-)-Malic acid_3TMS],222656
M001231_A147006-101-xxx_NA_1462.71_TRUE_VAR5_ALK_N-Carboxyglycine (3TMS), 
Unknown, 
M000065_A149001-101-xxx_NA_1478.99_TRUE_VAR5_ALK_Malic acid (3TMS),222656
Unknown, 
M000271_A150004-101-xxx_NA_1489.26_TRUE_VAR5_ALK_Nicotinamide (1TMS),936
GCTMS_N12C_STD_051219_400.909_1485.1_[Niacinamide_1TMS],936
Unknown, 
Unknown, 
M000054_A150002-101-xxx_NA_1493.27_TRUE_VAR5_ALK_Erythritol (4TMS),222285
Unknown, 
Unknown, 
M000934_A147017-101-xxx_NA_1478.12_TRUE_VAR5_ALK_Octylamine (2TMS), 
Unknown, 
GCTMS_N12C_STD_051214_369.241_1497_[N-Acetyl-DL-Serine_2TMS],65249
Unknown, 
Unknown, 
Unknown, 
M000013_A151002-101-xxx_NA_1501.28_TRUE_VAR5_ALK_Asparagine [-H2O] (2TMS),6267
M000535_A150001-101-xxx_NA_1500_TRUE_VAR5_ALK_Pentadecane. n-, 
Unknown, 
Unknown, 
Unknown, 
Unknown, 
Unknown, 
GCTMS_N12C_STD_051219_406.552_1506.6_[L-Aspartic acid_3TMS],5960
M000033_A152002-101-xxx_NA_1510.94_TRUE_VAR5_ALK_Aspartic acid (3TMS),5960
Unknown, 
Unknown, 
Unknown, 
M000018_A152001-101-xxx_NA_1515.87_TRUE_VAR5_ALK_Methionine (2TMS),6137
GCTMS_N12C_STD_051207_375.28_1513.9_[L-Methionine_2TMS],6137
M000036_A154002-101-xxx_NA_1528.2_TRUE_VAR5_ALK_Glutamic acid (2TMS),33032
GCTMS_N12C_STD_051207_376.732_1519.7_[L-Pyroglutamic acid_2TMS],7405
Unknown, 
1524.7_D-Erythronic acid gamma-lactone (1MEOX) (2TMS),5325915
GCTMS_N12C_STD_060123_409.917_1526.6_[gamma-Amino-n-butyric acid_3TMS],119
M000114_A153003-101-xxx_NA_1526.01_TRUE_VAR5_ALK_Butanoic acid. 4-amino- (3TMS),119
Unknown, 
Unknown, 
Unknown, 
Unknown, 
Unknown, 
GCTMS_N12C_STD_051219_412.735_1531.6_[DL-threo-beta-Methylaspartic acid_3TMS], 
M000951_A154009-101-xxx_NA_1549.54_TRUE_VAR5_ALK_1.4-Naphthoquinone. 2-methyl-,4055
Unknown, 
Unknown, 
M000571_A154007-101-xxx_NA_1544.66_TRUE_VAR5_ALK_Glutaric acid. 2-oxo- (1MEOX) (2TMS) BP,51
Unknown, 
Unknown, 
Unknown, 
M000078_A156001-101-xxx_NA_1545.35_TRUE_VAR5_ALK_Threonic acid (4TMS),151152
Unknown, 
Unknown, 
Unknown, 
Unknown, 
Unknown, 
Unknown, 
M000809_A158010-101-xxx_NA_1569.38_TRUE_VAR5_ALK_Glutaric acid. 2-hydroxy- (3TMS),439391
Unknown, 
GCTMS_N12C_STD_060123_418.579_1561.3_[alpha-Ketoglutaric acid_methoxyamine_2TMS], 
Unknown, 
Unknown, 
M000015_A158006-101-xxx_NA_1564.96_TRUE_VAR5_ALK_Serine (4TMS),5951
M000806_A158003-101-xxx_NA_1570.68_TRUE_VAR5_ALK_Malic acid. 2-isopropyl- (3TMS),5280523
Unknown, 
M000000_A159003-101-xxx_NA_1575.36_PRED_VAR5_ALK_NA, 
Unknown, 
1577.6_L-Ethionine (2TMS), 
Unknown, 
GCTMS_N12C_STD_060123_424.272_1584_[beta-Phenylpyruvic acid_1TMS],997
Unknown, 
Unknown, 
M000032_A160005-101-xxx_NA_1580.83_TRUE_VAR5_ALK_Glutamine [-H2O] (3TMS) MP,5961
Unknown, 
Unknown, 
Unknown, 
GCTMS_N12C_STD_051203_396.365_1598.1_[Hypotaurine_nTMS], 
Unknown, 
Unknown, 
Unknown, 
M000537_A160011-101-xxx_NA_1596.58_PRED_VAR5_ALK_Hexadecane. n-, 
M000036_A163001-101-xxx_NA_1614.59_TRUE_VAR5_ALK_Glutamic acid (3TMS),33032
Unknown, 
Unknown, 
Unknown, 
GCTMS_N12C_STD_051207_398.56_1607.8_[L-Glutamic acid_3TMS],33032
Unknown, 
Unknown, 
Unknown, 
Unknown, 
1615.3_D-tartaric acid (4TMS),439655
GCTMS_N12C_STD_051219_435.459_1623.8_[Ibuprofen_1TMS],3672
M000575_A164006-101-xxx_NA_1629.04_TRUE_VAR5_ALK_Tartaric acid (4TMS),444305
Unknown, 
Unknown, 
M000011_A164001-101-xxx_NA_1629.63_TRUE_VAR5_ALK_Phenylalanine (2TMS),6140
Unknown, 
GCTMS_N12C_STD_051207_402.604_1625.1_[L-Phenylalanine_2TMS],6140
Unknown, 
Unknown, 
M000576_A164008-101-xxx_NA_1638.04_TRUE_VAR5_ALK_Lyxose (1MEOX) (4TMS) BP,441476
Unknown, 
GCTMS_N12C_STD_051203_405.145_1635.5_[4-Hydroxyphenylacetic acid_2TMS],127
M000000_A166004-101-xxx_NA_1645.41_PRED_VAR5_ALK_NA, 
GCTMS_N12C_STD_051207_407.521_1646.1_[D-(-)-Arabinose_4TMS],439195
GCTMS_N12C_STD_051207_410.788_1660_[D-Xylulose_4TMS],5289590
Unknown, 
Unknown, 
M000479_A166003-101-xxx_NA_1654.1_TRUE_VAR5_ALK_Dodecanoic acid (1TMS),3893
Unknown, 
Unknown, 
Unknown, 
Unknown, 
GCTMS_N12C_STD_051207_410.59_1659.2_[D(-)Ribose_4TMS],5779
GCTMS_N12C_STD_051219_443.082_1656.3_[L-Asparagine_3TMS],6267
GCTMS_N12C_STD_051219_445.771_1667.8_[o-Coumaric acid_2TMS],637540
Unknown, 
Unknown, 
M000000_A168011-101-xxx_NA_1685.13_PRED_VAR5_ALK_NA, 
M000000_A170001-101-xxx_NA_1688.9_PRED_VAR5_ALK_NA170001 (classified unknown), 
GCTMS_N12C_STD_060121_449.121_1513.5_[N-Formyl-L-methionine_2TMS],6995182
Unknown, 
M000248_A172001-101-xxx_NA_1701.03_TRUE_VAR5_ALK_Glucose. 1.6-anhydro-. beta- (3TMS), 
M000057_A171001-101-xxx_NA_1694.65_TRUE_VAR5_ALK_Xylitol (5TMS),5779
Unknown, 
1697.7_DL-Glyceraldehyde 3-phosphate solution (1MEOX) (3TMS), 
M001127_A169007-101-xxx_NA_1695.87_TRUE_VAR5_ALK_Malic acid. 3-oxalo- (TMS), 
Unknown, 
1700.8_L-Glycerol-2-phosphate Disodium Salt n-Hydrate (4TMS), 
M000538_A170009-101-xxx_NA_1698.45_PRED_VAR5_ALK_Heptadecane. n-, 
GCTMS_N12C_STD_051214_416.034_1710.9_[Adonitol_5TMS],6912
M000590_A173003-101-xxx_NA_1715.07_TRUE_VAR5_ALK_Rhamnose (1MEOX) (4TMS) BP,25310
M000591_A173002-101-xxx_NA_1714.7_TRUE_VAR5_ALK_Fucose (1MEOX) (4TMS) MP,17106
GCTMS_N12C_STD_060123_455.259_1715.7_[N-acetyl putrescine hydrochloride_2TMS], 
Unknown, 
Unknown, 
Unknown, 
Unknown, 
Unknown, 
GCTMS_N12C_STD_051203_427.882_1734.5_[cis-Aconitic acid_3TMS],643757
Unknown, 
M000000_A174001-101-xxx_NA_1732.08_PRED_VAR5_ALK_NA174001, 
M000591_A175001-101-xxx_NA_1729.02_TRUE_VAR5_ALK_Fucose (1MEOX) (4TMS) BP,17106
Unknown, 
Unknown, 
Unknown, 
M000186_A175002-101-xxx_NA_1734.98_TRUE_VAR5_ALK_Putrescine (4TMS),1045
"GCTMS_N12C_STD_051214_426.331_1736.3_[1,4-Butanediamine_4TMS]", 
M000000_A173015-101-xxx_NA_1733.71_TRUE_VAR5_ALK_NA173015, 
Unknown, 
GCTMS_N12C_STD_060131_460.969_1740_[rac-Glycerol 3-phosphoate disodium_4TMS], 
Unknown, 
Unknown, 
M000000_A175008-101-xxx_NA_1740.69_PRED_VAR5_ALK_NA, 
Unknown, 
Unknown, 
M000605_A177001-101-xxx_NA_1750.73_TRUE_VAR5_ALK_Ribonic acid (5TMS),5460677
Unknown, 
Unknown, 
GCTMS_N12C_STD_051214_425.835_1755.1_[Adonitol],6912
Unknown, 
Unknown, 
Unknown, 
Unknown, 
Unknown, 
Unknown, 
Unknown, 
GCTMS_N12C_STD_051207_434.102_1517.9_[L-Glutamine_3TMS],5961
Unknown, 
Unknown, 
M000000_A178010-101-xxx_NA_1765.26_PRED_VAR5_ALK_NA, 
Unknown, 
Unknown, 
GCTMS_N12C_STD_051214_432.898_1766_[4-Hydroxyphenylpyruvic acid_3TMS],979
M001131_A177014-101-xxx_NA_1774.08_TRUE_VAR5_ALK_Ethanolaminephosphate (4TMS),1015
GCTMS_N12C_STD_051203_439.761_1788.2_[(-)Shikimic acid_4TMS],8742
Unknown, 
Unknown, 
M000606_A180002-101-xxx_NA_1789.22_PRED_VAR5_ALK_similar to Fructose Derivate, 
Unknown, 
M000000_A181001-101-xxx_NA_1795.75_PRED_VAR5_ALK_NA181001, 
Unknown, 
Unknown, 
Unknown, 
M000069_A182004-101-xxx_NA_1804.71_TRUE_VAR5_ALK_Citric acid (4TMS),311
Unknown, 
Unknown, 
GCTMS_N12C_STD_051219_475.357_1799.4_[Glycylglycine_4TMS], 
GCTMS_N12C_STD_051219_474.94_1797.8_[DL-Isocitric acid_4TMS],1198
Unknown, 
Unknown, 
M000539_A180008-101-xxx_NA_1799.99_TRUE_VAR5_ALK_Octadecane. n-, 
GCTMS_N12C_STD_051203_443.194_1803.9_[Citric acid_4TMS],311
GCTMS_N12C_STD_051207_444.118_1808.8_[L-Ornithine _2TMS],6262
M000028_A182002-101-xxx_NA_1806.67_TRUE_VAR5_ALK_Ornithine (4TMS),6262
"GCTMS_N12C_STD_060131_476.479_1810.4_[Protocatechuic acid =3,4 Dihydroxybenzoic acid_3TMS]", 
Unknown, 
Unknown, 
Unknown, 
Unknown, 
M001193_A182025-101-xxx_NA_1824.3_TRUE_VAR5_ALK_beta-D-Allose (5TMS),5793
GCTMS_N12C_STD_060131_477.898_1817.1_[Uridine 5'-diphospho-N-acetylglucosamine_nTMS], 
Unknown, 
Unknown, 
M000000_A185003-101-xxx_NA_1831.73_PRED_VAR5_ALK_NA, 
GCTMS_N12C_STD_060131_479.105_1822.9_[S-Carboxymethyl-L-cysteine_nTMS], 
Unknown, 
Unknown, 
Unknown, 
M000629_A185007-101-xxx_NA_1838_TRUE_VAR5_ALK_Psicose (1MEOX) (5TMS) BP, 
Unknown, 
M000082_A185002-101-xxx_NA_1839.58_TRUE_VAR5_ALK_Dehydroascorbic acid dimer (2MEOX) MP, 
GCTMS_N12C_STD_051203_450.124_1836.9_[Cadaverine_4TMS],273
M000007_A185001-101-xxx_NA_1842.69_TRUE_VAR5_ALK_Quinic acid (5TMS),6508
Unknown, 
Unknown, 
GCTMS_N12C_STD_051207_451.939_1846.1_[L-Histidinol_3TMS],165271
Unknown, 
GCTMS_N12C_STD_051207_453.919_1855.5_[D(-)Fructose_5TMS],439709
M000606_A187002-101-xxx_NA_1853.93_TRUE_VAR5_ALK_Fructose (1MEOX) (5TMS) MP,439709
Unknown, 
1847.9_(+-)-Jasmonic acid (1MEOX) (1TMS),5281166
Unknown, 
Unknown, 
Unknown, 
Unknown, 
M000619_A186013-101-xxx_NA_1859.13_PRED_VAR5_ALK_Viburnitol (5TMS), 
Unknown, 
Unknown, 
Unknown, 
M000606_A188004-101-xxx_NA_1863.13_TRUE_VAR5_ALK_Fructose (1MEOX) (5TMS) BP,439709
GCTMS_N12C_STD_051207_455.767_1864.3_[D(-)Fructose_5TMS],439709
Unknown, 
Unknown, 
GCTMS_N12C_STD_051207_456.79_1869.2_[D(+)-Mannose_5TMS],18950
Unknown, 
M000633_A188002-101-xxx_NA_1868.46_TRUE_VAR5_ALK_Mannose (1MEOX) (5TMS) MP,7027
Unknown, 
Unknown, 
M000095_A188005-101-xxx_NA_1874.04_TRUE_VAR5_ALK_Adenine (2TMS),190
Unknown, 
Unknown, 
M000040_A189005-101-xxx_NA_1879.57_PRED_VAR5_ALK_Glucopyranose. D- (5TMS),5793
Unknown, 
Unknown, 
M000637_A189009-101-xxx_NA_1880.27_TRUE_VAR5_ALK_Altrose (1MEOX) (5TMS) MP,7027
1880.5_D-(+)-Gluconic acid delta-lactone (4TMS),2724333
Unknown, 
Unknown, 
M000040_A189002-101-xxx_NA_1880.5_TRUE_VAR5_ALK_Glucose (1MEOX) (5TMS) MP,5793
Unknown, 
GCTMS_N12C_STD_051207_460.717_1887.9_[D(+)-Mannose_5TMS],18950
Unknown, 
Unknown, 
Unknown, 
Unknown, 
GCTMS_N12C_STD_051207_459.397_1881.6_[D-(+)-Glucose_5TMS],5793
GCTMS_N12C_STD_051207_459.562_1882.4_[beta-D(+)Glucose_5TMS],5793
Unknown, 
Unknown, 
Unknown, 
Unknown, 
M000635_A191005-101-xxx_NA_1897.25_TRUE_VAR5_ALK_Idose (1MEOX) (5TMS) BP,7027
M000543_A190001-101-xxx_NA_1900.01_TRUE_VAR5_ALK_Nonadecane,12401
GCTMS_N12C_STD_051207_463.786_1902.6_[D-(+)-Glucose_5TMS],5793
M000040_A191001-101-xxx_NA_1899.05_TRUE_VAR5_ALK_Glucose (1MEOX) (5TMS) BP,5793
GCTMS_N12C_STD_051207_463.951_1903.5_[beta-D(+)Glucose_5TMS],5793
Unknown, 
Unknown, 
GCTMS_N12C_STD_051207_462.943_1898.5_[D(+)Galactose_5TMS],439357
M000043_A191002-101-xxx_NA_1902.42_PRED_VAR5_ALK_Galactose (1MEOX) (5TMS) BP,7027
GCTMS_N12C_STD_060131_498.886_1917.7_[Tyramine_3TMS],5610
Unknown, 
Unknown, 
GCTMS_N12C_STD_051214_466.408_1925_[L-Iditol_6TMS],5460044
GCTMS_N12C_STD_051203_468.505_1925.7_[D-Galactosamine_hydrochloride_5TMS], 
GCTMS_N12C_STD_051207_469.708_1932.3_[L-Tyrosine_3TMS],6057
Unknown, 
Unknown, 
M000035_A194002-101-xxx_NA_1934.12_TRUE_VAR5_ALK_Tyrosine (3TMS),6057
M000001_A195002-101-xxx_NA_1937.86_TRUE_VAR5_ALK_Ascorbic acid (4TMS),54670067
M000657_A194013-101-xxx_NA_1941.83_TRUE_VAR5_ALK_Hydrocaffeic acid (3TMS),348154
Unknown, 
Unknown, 
GCTMS_N12C_STD_051203_469.132_1928.9_[Calcium(+)-pantothenate_4TMS], 
GCTMS_N12C_STD_051203_469.594_1931.2_[D-Galactosamine_hydrochloride_5TMS], 
M000000_A197003-101-xxx_NA_1958.51_PRED_VAR5_ALK_similar to Glucopyranose (5TMS), 
Unknown, 
Unknown, 
M000000_A196004-101-xxx_NA_1946.84_PRED_VAR5_ALK_NA, 
Unknown, 
Unknown, 
GCTMS_N12C_STD_051214_472.036_1975.8_[Caffeic acid_3TMS],1549111
"GCTMS_N12C_STD_060121_508.555_1964.9_[DL-6,8-Thioctic acid_1TMS]", 
M000596_A199002-101-xxx_NA_1980.32_TRUE_VAR5_ALK_Galactonic acid (6TMS),444791
Unknown, 
GCTMS_N12C_STD_051203_479.923_1982.8_[Calcium(+)-pantothenate_nTMS], 
1983_D-(+)-Gluconic acid delta-lactone (1MEOX) (4TMS),2724333
Unknown, 
Unknown, 
Unknown, 
GCTMS_N12C_STD_060123_516.375_2006.7_[urocanic acid_2TMS],736715
M000544_A200008-101-xxx_NA_2002.55_PRED_VAR5_ALK_Eicosane. n-, 
M000000_A203003-101-xxx_NA_2014.18_PRED_VAR5_ALK_NA, 
Unknown, 
Unknown, 
M000545_A202001-101-xxx_NA_2021.55_PRED_VAR5_ALK_Hexadecenoic acid. n- (1TMS), 
Unknown, 
2026.4_L-beta-homolysine-2HCl (3TMS), 
Unknown, 
GCTMS_N12C_STD_060121_522.943_2038.4_[Palmitic acid_1TMS],985
M000483_A205001-101-xxx_NA_2046.19_TRUE_VAR5_ALK_Hexadecanoic acid (1TMS),985
Unknown, 
Unknown, 
GCTMS_N12C_STD_051219_528.883_2065.2_[N-Acetyl-D-glucosamine_4TMS],439174
Unknown, 
Unknown, 
GCTMS_N12C_STD_051203_500.548_2090_[4-Hydroxy-3-methoxycinnamic acid_2TMS],445858
Unknown, 
GCTMS_N12C_STD_051219_530.434_2073.4_[N-Acetyl-D-glucosamine_4TMS],439174
Unknown, 
Unknown, 
GCTMS_N12C_STD_051203_499.327_2083.6_[myo-Inositol_6TMS], 
GCTMS_N12C_STD_051207_499.558_2085.6_[D-Ribose 5-phosphate_5TMS],439167
Unknown, 
M000000_A208013-101-xxx_NA_2083.21_PRED_VAR5_ALK_Pyridoxamine_4TMS,1052
M000000_A211001-101-xxx_NA_2098.3_PRED_VAR5_ALK_NA211001, 
Unknown, 
GCTMS_N12C_STD_051207_500.746_2091.9_[D-Ribose 5-phosphate_5TMS],439167
M000716_A212010-101-xxx_NA_2120.01_PRED_VAR5_ALK_Octadecatrienoic acid methylester. 9.12.15-(Z.Z.Z)-. n-, 
M000548_A210012-101-xxx_NA_2102.8_PRED_VAR5_ALK_Heneicosane. n-, 
Unknown, 
