Name,PubChem
GCTMS_N12C_STD_051214_333.172_1365.8_[1-Amino-1-cyclopentanecarboxylic acid_2TMS], 
M000000_A136010-101-xxx_NA_1363.96_TRUE_VAR5_ALK_NA, 
Unknown, 
Unknown, 
Unknown, 
Unknown, 
Unknown, 
GCTMS_N12C_STD_060123_368.734_1374.3_[alpha-Methyl-DL-serine_3TMS], 
GCTMS_N12C_STD_051207_337.759_1375.4_[L-Threonine_3TMS],6288
Unknown, 
M000016_A140001-101-xxx_NA_1377.23_TRUE_VAR5_ALK_Threonine (3TMS),6288
M000000_A139007-101-xxx_NA_1382.05_PRED_VAR5_ALK_NA, 
Unknown, 
GCTMS_N12C_STD_060121_373.617_1389.3_[Mesaconic acid_2TMS],638129
GCTMS_N12C_STD_051214_338.914_1385.4_[O-Acetyl-L-Serine hyd_2TMS], 
M000000_A142005-101-xxx_NA_1407.88_PRED_VAR5_ALK_NA, 
GCTMS_N12C_STD_051219_376.468_1394.6_[Glutaric acid_2TMS],743
M001234_A140022-101-xxx_NA_1404.61_TRUE_VAR5_ALK_5-Hydroxymethylfurfural (1MEOX) (1TMS) MP,237332
M000534_A140011-101-xxx_NA_1393.41_PRED_VAR5_ALK_Tetradecane. n-, 
Unknown, 
M000000_A144004-101-xxx_NA_1415.51_PRED_VAR5_ALK_NA, 
GCTMS_N12C_STD_051207_350.859_1422_[beta-Alanine_3TMS],239
M000000_A143003-101-xxx_NA_1420.25_PRED_VAR5_ALK_NA, 
M001227_A143025-101-xxx_NA_1433.85_TRUE_VAR5_ALK_Glycinamide (2TMS) BP2, 
Unknown, 
Unknown, 
GCTMS_N12C_STD_051219_384.685_1424.8_[Diethanolamine_3TMS],8113
M000104_A146002-101-xxx_NA_1440.31_TRUE_VAR5_ALK_Erythrose (1MEOX) (3TMS) MP,439574
M000000_A145007-101-xxx_NA_1441.09_PRED_VAR5_ALK_NA, 
M000000_A146004-101-xxx_NA_1435.92_PRED_VAR5_ALK_NA, 
M000000_A145016-101-xxx_NA_1454.42_TRUE_VAR5_ALK_NA145016 (classified unknown), 
M000728_A147003-101-xxx_NA_1454.09_PRED_VAR5_ALK_Ornithine-1.5-lactam (2TMS), 
M000000_A145015-101-xxx_NA_1455.47_TRUE_VAR5_ALK_NA145015, 
Unknown, 
Unknown, 
M000000_A148003-101-xxx_NA_1464.64_PRED_VAR5_ALK_NA, 
Unknown, 
Unknown, 
M000032_A148002-101-xxx_NA_1469.31_TRUE_VAR5_ALK_Glutamine [-H2O] (2TMS) BP,5961
Unknown, 
GCTMS_N12C_STD_051207_364.966_1474.5_[L-(-)-Malic acid_3TMS],222656
GCTMS_N12C_STD_051219_400.909_1485.1_[Niacinamide_1TMS],936
M000065_A149001-101-xxx_NA_1478.99_TRUE_VAR5_ALK_Malic acid (3TMS),222656
Unknown, 
1468.7_DL-mandelic acid (2TMS),439616
Unknown, 
Unknown, 
Unknown, 
Unknown, 
M000934_A147017-101-xxx_NA_1478.12_TRUE_VAR5_ALK_Octylamine (2TMS), 
Unknown, 
Unknown, 
Unknown, 
Unknown, 
Unknown, 
M000013_A151002-101-xxx_NA_1501.28_TRUE_VAR5_ALK_Asparagine [-H2O] (2TMS),6267
Unknown, 
Unknown, 
M000535_A150001-101-xxx_NA_1500_TRUE_VAR5_ALK_Pentadecane. n-, 
Unknown, 
Unknown, 
Unknown, 
GCTMS_N12C_STD_051219_406.552_1506.6_[L-Aspartic acid_3TMS],5960
Unknown, 
M000033_A152002-101-xxx_NA_1510.94_TRUE_VAR5_ALK_Aspartic acid (3TMS),5960
M001209_A151023-101-xxx_NA_1513.09_TRUE_VAR5_ALK_Trigonelline (1TMS),5570
Unknown, 
M000018_A152001-101-xxx_NA_1515.87_TRUE_VAR5_ALK_Methionine (2TMS),6137
GCTMS_N12C_STD_051207_375.28_1513.9_[L-Methionine_2TMS],6137
Unknown, 
Unknown, 
GCTMS_N12C_STD_051207_376.732_1519.7_[L-Pyroglutamic acid_2TMS],7405
M000037_A153002-101-xxx_NA_1521.72_TRUE_VAR5_ALK_Pyroglutamic acid (2TMS),7405
Unknown, 
GCTMS_N12C_STD_051219_411.37_1525.9_[Isoguvacine_nTMS], 
Unknown, 
GCTMS_N12C_STD_060123_409.917_1526.6_[gamma-Amino-n-butyric acid_3TMS],119
Unknown, 
Unknown, 
Unknown, 
Unknown, 
Unknown, 
Unknown, 
M000032_A155001-101-xxx_NA_1534.06_TRUE_VAR5_ALK_Glutamine [-H2O] (2TMS) MP,5961
Unknown, 
Unknown, 
1524.7_D-Erythronic acid gamma-lactone (1MEOX) (2TMS),5325915
Unknown, 
Unknown, 
M000013_A157008-101-xxx_NA_1557.54_PRED_VAR5_ALK_similar to Asparagine Derivate,6267
M000429_A139011-101-xxx_NA_1552.41_TRUE_VAR5_ALK_Propane-1.2-diol. 3-amino (4TMS), 
Unknown, 
M000011_A157001-101-xxx_NA_1556.05_TRUE_VAR5_ALK_Phenylalanine (1TMS),6140
Unknown, 
Unknown, 
GCTMS_N12C_STD_060123_418.579_1561.3_[alpha-Ketoglutaric acid_methoxyamine_2TMS], 
Unknown, 
Unknown, 
M000015_A158006-101-xxx_NA_1564.96_TRUE_VAR5_ALK_Serine (4TMS),5951
M000029_A159001-101-xxx_NA_1583.16_TRUE_VAR5_ALK_Proline [+CO2] (2TMS),145742
Unknown, 
M000000_A156015-101-xxx_NA_1558.59_PRED_VAR5_ALK_Unknown#bth-pae-038,15880
M000000_A159002-101-xxx_NA_1573.88_PRED_VAR5_ALK_NA, 
M000013_A157012-101-xxx_NA_1581.3_PRED_VAR5_ALK_similar to Asparagine Derivate,6267
Unknown, 
1577.6_L-Ethionine (2TMS), 
M000000_A158017-101-xxx_NA_1578.29_PRED_VAR5_ALK_Unknown#bth-pae-039,133568353
M000000_A158009-101-xxx_NA_1568.54_PRED_VAR5_ALK_NA, 
GCTMS_N12C_STD_060123_424.272_1584_[beta-Phenylpyruvic acid_1TMS],997
M000032_A160005-101-xxx_NA_1580.83_TRUE_VAR5_ALK_Glutamine [-H2O] (3TMS) MP,5961
Unknown, 
M000013_A161001-101-xxx_NA_1599.53_TRUE_VAR5_ALK_Asparagine (2TMS),6267
Unknown, 
Unknown, 
M001237_A161002-101-xxx_NA_1598.07_TRUE_VAR5_ALK_Benzene-1.2.4-triol (3TMS), 
M000537_A160011-101-xxx_NA_1596.58_PRED_VAR5_ALK_Hexadecane. n-, 
M000028_A162001-101-xxx_NA_1609.24_TRUE_VAR5_ALK_Ornithine (3TMS) (Derivate not found),6262
GCTMS_N12C_STD_051207_398.56_1607.8_[L-Glutamic acid_3TMS],33032
Unknown, 
Unknown, 
Unknown, 
M000036_A163001-101-xxx_NA_1614.59_TRUE_VAR5_ALK_Glutamic acid (3TMS),33032
Unknown, 
1615.3_D-tartaric acid (4TMS),439655
M000013_A164007-101-xxx_NA_1621.76_PRED_VAR5_ALK_Asparagine (4TMS) BP1,6267
M000000_A163017-101-xxx_NA_1628.54_PRED_VAR5_ALK_Unknown#sst-cgl-040,439329
Unknown, 
M001230_A163025-101-xxx_NA_1631.51_TRUE_VAR5_ALK_2-Imidazolidone-4-carboxylic acid (3TMS), 
Unknown, 
GCTMS_N12C_STD_051214_396.598_1627.4_[D-(-)-Penicillamine_3TMS],4727
GCTMS_N12C_STD_051207_402.604_1625.1_[L-Phenylalanine_2TMS],6140
M000011_A164001-101-xxx_NA_1629.63_TRUE_VAR5_ALK_Phenylalanine (2TMS),6140
GCTMS_N12C_STD_051219_435.459_1623.8_[Ibuprofen_1TMS],3672
Unknown, 
Unknown, 
M000000_A165004-101-xxx_NA_1638.32_PRED_VAR5_ALK_NA165004 (classified unknown), 
Unknown, 
GCTMS_N12C_STD_060123_437.89_1641_[beta-Ketoadipic acid_methoxyamine_2TMS], 
GCTMS_N12C_STD_051207_407.521_1646.1_[D-(-)-Arabinose_4TMS],439195
Unknown, 
M000967_A164015-101-xxx_NA_1645.55_TRUE_VAR5_ALK_Propane. 1.2-diamino- (4TMS), 
Unknown, 
Unknown, 
Unknown, 
"GCTMS_N12C_STD_051203_407.323_1644.8_[1,3-Diaminopropane dihydrochloride_4TMS]", 
Unknown, 
Unknown, 
GCTMS_N12C_STD_051207_410.59_1659.2_[D(-)Ribose_4TMS],5779
GCTMS_N12C_STD_051219_443.082_1656.3_[L-Asparagine_3TMS],6267
Unknown, 
Unknown, 
Unknown, 
Unknown, 
M000013_A168001-101-xxx_NA_1666.44_TRUE_VAR5_ALK_Asparagine (3TMS),6267
Unknown, 
Unknown, 
Unknown, 
M000000_A168011-101-xxx_NA_1685.13_PRED_VAR5_ALK_NA, 
Unknown, 
M000229_A171007-101-xxx_NA_1698.82_TRUE_VAR5_ALK_Suberic acid (2TMS),10457
GCTMS_N12C_STD_060121_449.121_1513.5_[N-Formyl-L-methionine_2TMS],6995182
Unknown, 
M000014_A170007-101-xxx_NA_1702.95_PRED_VAR5_ALK_Lysine (3TMS) (Derivate not found),5962
M000013_A169005-101-xxx_NA_1687.68_PRED_VAR5_ALK_similar to Asparagine -H2O (3TMS),6267
Unknown, 
M000538_A170009-101-xxx_NA_1698.45_PRED_VAR5_ALK_Heptadecane. n-, 
GCTMS_N12C_STD_051214_416.034_1710.9_[Adonitol_5TMS],6912
M000590_A172002-101-xxx_NA_1707.41_TRUE_VAR5_ALK_Rhamnose (1MEOX) (4TMS) MP,25310
Unknown, 
M000000_A174004-101-xxx_NA_1723.94_PRED_VAR5_ALK_NA, 
Unknown, 
Unknown, 
Unknown, 
GCTMS_N12C_STD_051203_427.882_1734.5_[cis-Aconitic acid_3TMS],643757
Unknown, 
M000000_A174001-101-xxx_NA_1732.08_PRED_VAR5_ALK_NA174001, 
"GCTMS_N12C_STD_051214_426.331_1736.3_[1,4-Butanediamine_4TMS]", 
Unknown, 
Unknown, 
GCTMS_N12C_STD_060131_460.969_1740_[rac-Glycerol 3-phosphoate disodium_4TMS], 
M000186_A175002-101-xxx_NA_1734.98_TRUE_VAR5_ALK_Putrescine (4TMS),1045
Unknown, 
M000328_A177002-101-xxx_NA_1750.51_TRUE_VAR5_ALK_Glycerol-3-phosphate (4TMS),439162
Unknown, 
Unknown, 
Unknown, 
GCTMS_N12C_STD_051214_425.835_1755.1_[Adonitol],6912
Unknown, 
Unknown, 
M000993_A178022-101-xxx_NA_1780.32_TRUE_VAR5_ALK_Shikimic acid. 3-dehydro- (1MEOX) (3TMS) MP, 
GCTMS_N12C_STD_051207_434.102_1517.9_[L-Glutamine_3TMS],5961
M000032_A178001-101-xxx_NA_1766.72_TRUE_VAR5_ALK_Glutamine. DL- (3TMS),5961
M000276_A178007-101-xxx_NA_1771.73_TRUE_VAR5_ALK_Orotic acid. 4.5-dihydro- (3TMS),648
M000000_A178010-101-xxx_NA_1765.26_PRED_VAR5_ALK_NA, 
Unknown, 
GCTMS_N12C_STD_051214_432.898_1766_[4-Hydroxyphenylpyruvic acid_3TMS],979
M001131_A177014-101-xxx_NA_1774.08_TRUE_VAR5_ALK_Ethanolaminephosphate (4TMS),1015
1771.4_N-Acetyl-DL-glutamic acid (3TMS),185
M000000_A179010-101-xxx_NA_1781.65_PRED_VAR5_ALK_NA, 
Unknown, 
M000987_A177013-101-xxx_NA_1777.54_TRUE_VAR5_ALK_Methionine sulfoxide (3TMS),847
M000607_A181002-101-xxx_NA_1794.63_TRUE_VAR5_ALK_Shikimic acid (4TMS),8742
GCTMS_N12C_STD_051203_439.761_1788.2_[(-)Shikimic acid_4TMS],8742
M000000_A180012-101-xxx_NA_1790.33_TRUE_VAR5_ALK_NA, 
Unknown, 
GCTMS_N12C_STD_051219_474.94_1797.8_[DL-Isocitric acid_4TMS],1198
Unknown, 
Unknown, 
Unknown, 
Unknown, 
M000539_A180008-101-xxx_NA_1799.99_TRUE_VAR5_ALK_Octadecane. n-, 
GCTMS_N12C_STD_051203_443.194_1803.9_[Citric acid_4TMS],311
M000069_A182004-101-xxx_NA_1804.71_TRUE_VAR5_ALK_Citric acid (4TMS),311
Unknown, 
Unknown, 
Unknown, 
Unknown, 
Unknown, 
GCTMS_N12C_STD_051207_444.118_1808.8_[L-Ornithine _2TMS],6262
Unknown, 
Unknown, 
M001002_A183004-101-xxx_NA_1812.71_TRUE_VAR5_ALK_Benzoic acid. 3.4-dihydroxy- (3TMS),72
M000835_A183001-101-xxx_NA_1814.97_TRUE_VAR5_ALK_Arginine [-NH3] (3TMS),6322
Unknown, 
Unknown, 
GCTMS_N12C_STD_051207_447.598_1825.4_[L-Methionine sulfone_2TMS],847
Unknown, 
M000629_A185007-101-xxx_NA_1838_TRUE_VAR5_ALK_Psicose (1MEOX) (5TMS) BP, 
GCTMS_N12C_STD_060131_477.898_1817.1_[Uridine 5'-diphospho-N-acetylglucosamine_nTMS], 
M000000_A185003-101-xxx_NA_1831.73_PRED_VAR5_ALK_NA, 
Unknown, 
Unknown, 
M000082_A185002-101-xxx_NA_1839.58_TRUE_VAR5_ALK_Dehydroascorbic acid dimer (2MEOX) MP, 
Unknown, 
Unknown, 
1847.9_(+-)-Jasmonic acid (1MEOX) (1TMS),5281166
M000007_A185001-101-xxx_NA_1842.69_TRUE_VAR5_ALK_Quinic acid (5TMS),6508
Unknown, 
Unknown, 
Unknown, 
Unknown, 
Unknown, 
Unknown, 
GCTMS_N12C_STD_051207_453.919_1855.5_[D(-)Fructose_5TMS],439709
Unknown, 
M001013_A186017-101-xxx_NA_1862.67_TRUE_VAR5_ALK_Phenylglycol. 3.4-dihydroxy- (4TMS),91528
M000606_A187002-101-xxx_NA_1853.93_TRUE_VAR5_ALK_Fructose (1MEOX) (5TMS) MP,439709
Unknown, 
Unknown, 
Unknown, 
Unknown, 
Unknown, 
GCTMS_N12C_STD_051207_455.767_1864.3_[D(-)Fructose_5TMS],439709
M000013_A187001-101-xxx_NA_1861.43_TRUE_VAR5_ALK_Asparagine (4TMS) BP2,6267
M000606_A188004-101-xxx_NA_1863.13_TRUE_VAR5_ALK_Fructose (1MEOX) (5TMS) BP,439709
Unknown, 
M000237_A188006-101-xxx_NA_1868.11_TRUE_VAR5_ALK_Glucopyranoside. 1-O-methyl-. alpha- (4TMS), 
Unknown, 
M000633_A188002-101-xxx_NA_1868.46_TRUE_VAR5_ALK_Mannose (1MEOX) (5TMS) MP,7027
Unknown, 
Unknown, 
GCTMS_N12C_STD_051207_456.79_1869.2_[D(+)-Mannose_5TMS],18950
M000635_A188011-101-xxx_NA_1871.46_TRUE_VAR5_ALK_Idose (1MEOX) (5TMS) MP,7027
Unknown, 
M000095_A188005-101-xxx_NA_1874.04_TRUE_VAR5_ALK_Adenine (2TMS),190
M000092_A189007-101-xxx_NA_1876.44_PRED_VAR5_ALK_Allantoin (4TMS),204
1880.5_D-(+)-Gluconic acid delta-lactone (4TMS),2724333
M000639_A189003-101-xxx_NA_1874.95_TRUE_VAR5_ALK_Galactonic acid-1.4-lactone (4TMS),439373
M000040_A189002-101-xxx_NA_1880.5_TRUE_VAR5_ALK_Glucose (1MEOX) (5TMS) MP,5793
M000637_A189009-101-xxx_NA_1880.27_TRUE_VAR5_ALK_Altrose (1MEOX) (5TMS) MP,7027
Unknown, 
GCTMS_N12C_STD_051207_459.562_1882.4_[beta-D(+)Glucose_5TMS],5793
Unknown, 
Unknown, 
Unknown, 
GCTMS_N12C_STD_051207_460.717_1887.9_[D(+)-Mannose_5TMS],18950
GCTMS_N12C_STD_051214_458.983_1888.4_[L-Iditol_nTMS],5460044
Unknown, 
Unknown, 
Unknown, 
GCTMS_N12C_STD_051214_456.13_1896.7_[Allantoin_4TMS],204
Unknown, 
M000000_A192018-101-xxx_NA_1910.32_PRED_VAR5_ALK_NA, 
M000092_A188009-101-xxx_NA_1897_PRED_VAR5_ALK_Allantoin (5TMS),204
GCTMS_N12C_STD_051207_463.786_1902.6_[D-(+)-Glucose_5TMS],5793
M000543_A190001-101-xxx_NA_1900.01_TRUE_VAR5_ALK_Nonadecane,12401
Unknown, 
"1918.8_D-Glucurono-6,3-lactone (1MEOX) (3TMS)", 
M000635_A191005-101-xxx_NA_1897.25_TRUE_VAR5_ALK_Idose (1MEOX) (5TMS) BP,7027
Unknown, 
Unknown, 
Unknown, 
GCTMS_N12C_STD_051207_463.951_1903.5_[beta-D(+)Glucose_5TMS],5793
Unknown, 
M000014_A192003-101-xxx_NA_1913.61_TRUE_VAR5_ALK_Lysine (4TMS),5962
GCTMS_N12C_STD_051219_498.688_1911.1_[L-Homocarnosine_3TMS],10243361
Unknown, 
Unknown, 
GCTMS_N12C_STD_060131_498.886_1917.7_[Tyramine_3TMS],5610
M000081_A191004-101-xxx_NA_1913.02_TRUE_VAR5_ALK_Tyramine (3TMS),5610
M000221_A193004-101-xxx_NA_1920.98_TRUE_VAR5_ALK_Glucuronic acid (1MEOX) (5TMS) MP,444791
M000000_A194006-101-xxx_NA_1929.57_PRED_VAR5_ALK_NA, 
GCTMS_N12C_STD_051214_466.408_1925_[L-Iditol_6TMS],5460044
GCTMS_N12C_STD_051214_467.366_1929.8_[D(+)-Galacturonic acid_5TMS],84740
M000703_A212013-101-xxx_NA_1920.5_TRUE_VAR5_ALK_Sedoheptulose. 2.7-anhydro-. beta- (4TMS),102926
GCTMS_N12C_STD_051207_469.708_1932.3_[L-Tyrosine_3TMS],6057
Unknown, 
Unknown, 
M000013_A196010-101-xxx_NA_1941.63_TRUE_VAR5_ALK_Asparagine [+CO2] (4TMS),6267
M000657_A194013-101-xxx_NA_1941.83_TRUE_VAR5_ALK_Hydrocaffeic acid (3TMS),348154
M000221_A195005-101-xxx_NA_1938.08_TRUE_VAR5_ALK_Glucuronic acid (1MEOX) (5TMS) BP,444791
GCTMS_N12C_STD_051203_469.594_1931.2_[D-Galactosamine_hydrochloride_5TMS], 
M000000_A197003-101-xxx_NA_1958.51_PRED_VAR5_ALK_similar to Glucopyranose (5TMS), 
GCTMS_N12C_STD_051214_471.623_1951.2_[D(+)-Galacturonic acid_5TMS],84740
M000000_A196004-101-xxx_NA_1946.84_PRED_VAR5_ALK_NA, 
Unknown, 
M000000_A197007-101-xxx_NA_1962.09_PRED_VAR5_ALK_NA197007, 
Unknown, 
GCTMS_N12C_STD_051214_472.036_1975.8_[Caffeic acid_3TMS],1549111
1983_D-(+)-Gluconic acid delta-lactone (1MEOX) (4TMS),2724333
M000544_A200008-101-xxx_NA_2002.55_PRED_VAR5_ALK_Eicosane. n-, 
Unknown, 
M000032_A200005-101-xxx_NA_1995.7_PRED_VAR5_ALK_Glutamine. DL- (4TMS),5961
M000093_A201001-101-xxx_NA_1999.87_TRUE_VAR5_ALK_Saccharic acid (6TMS),33037
M000000_A203003-101-xxx_NA_2014.18_PRED_VAR5_ALK_NA, 
M000000_A203009-101-xxx_NA_2015.94_PRED_VAR5_ALK_NA, 
Unknown, 
M000985_A203001-101-xxx_NA_2024.13_TRUE_VAR5_ALK_Octopamine (4TMS),440266
M000028_A204003-101-xxx_NA_2031.16_TRUE_VAR5_ALK_Ornithine (5TMS),6262
Unknown, 
Unknown, 
M000483_A205001-101-xxx_NA_2046.19_TRUE_VAR5_ALK_Hexadecanoic acid (1TMS),985
GCTMS_N12C_STD_060121_522.943_2038.4_[Palmitic acid_1TMS],985
"GCTMS_N12C_STD_051214_486.654_2051_[3,5-Dimethoxy-4-hydroxycinnamic acid (Sinapic acid)_2TMS]", 
Unknown, 
Unknown, 
Unknown, 
GCTMS_N12C_STD_051219_528.883_2065.2_[N-Acetyl-D-glucosamine_4TMS],439174
GCTMS_N12C_STD_051219_530.434_2073.4_[N-Acetyl-D-glucosamine_4TMS],439174
M001139_A208001-101-xxx_NA_2076.82_TRUE_VAR5_ALK_Dopamine (4TMS),681
GCTMS_N12C_STD_051203_499.327_2083.6_[myo-Inositol_6TMS], 
Unknown, 
M000060_A209002-101-xxx_NA_2080.23_TRUE_VAR5_ALK_Inositol. myo- (6TMS), 
M000547_A209007-101-xxx_NA_2089.82_TRUE_VAR5_ALK_Levodopa (4TMS),6047
M000000_A212004-101-xxx_NA_2107_PRED_VAR5_ALK_NA, 
Unknown, 
Unknown, 
Unknown, 
M000000_A211001-101-xxx_NA_2098.3_PRED_VAR5_ALK_NA211001, 
GCTMS_N12C_STD_051207_500.746_2091.9_[D-Ribose 5-phosphate_5TMS],439167
M000548_A210012-101-xxx_NA_2102.8_PRED_VAR5_ALK_Heneicosane. n-, 
Unknown, 
Unknown, 
M000716_A212010-101-xxx_NA_2120.01_PRED_VAR5_ALK_Octadecatrienoic acid methylester. 9.12.15-(Z.Z.Z)-. n-, 
M000000_A213001-101-xxx_NA_2121.34_PRED_VAR5_ALK_NA213001, 
Unknown, 
M000099_A214002-101-xxx_NA_2132.12_TRUE_VAR5_ALK_Guanine (3TMS),764
Unknown, 
M000000_A214003-101-xxx_NA_2127.28_PRED_VAR5_ALK_NA, 
M000764_A213017-101-xxx_NA_2131.46_TRUE_VAR5_ALK_Phytol (1TMS) BP,5280435
