"Name", "PubChem"
"GCTMS_N12C_STD_051214_338.914_1385.4_[O-Acetyl-L-Serine hyd_2TMS]", 
"Unknown", 
"Unknown", 
"Unknown", 
"Unknown", 
"M000534_A140011-101-xxx_NA_1393.41_PRED_VAR5_ALK_Tetradecane. n-", 
"Unknown", 
"M000027_A144001-101-xxx_NA_1423.86_TRUE_VAR5_ALK_Alanine. beta- (3TMS)", 239
"M000033_A144003-101-xxx_NA_1422.05_TRUE_VAR5_ALK_Aspartic acid (2TMS)", 5960
"GCTMS_N12C_STD_051207_350.859_1422_[beta-Alanine_3TMS]", 239
"Unknown", 
"GCTMS_N12C_STD_051219_384.685_1424.8_[Diethanolamine_3TMS]", 8113
"M000019_A146001-101-xxx_NA_1441.44_TRUE_VAR5_ALK_Homoserine (3TMS)", 12647
"1447.4_L-beta-homoserine (3TMS)", 
"Unknown", 
"Unknown", 
"M000000_A145016-101-xxx_NA_1454.42_TRUE_VAR5_ALK_NA145016 (classified unknown)", 
"Unknown", 
"M000728_A147003-101-xxx_NA_1454.09_PRED_VAR5_ALK_Ornithine-1.5-lactam (2TMS)", 
"Unknown", 
"Unknown", 
"M000000_A147011-101-xxx_NA_1464.11_TRUE_VAR5_ALK_NA147011 (classified unknown)", 
"M000032_A148002-101-xxx_NA_1469.31_TRUE_VAR5_ALK_Glutamine [-H2O] (2TMS) BP", 5961
"M000000_A148006-101-xxx_NA_1467.28_PRED_VAR5_ALK_NA", 
"GCTMS_N12C_STD_051207_364.966_1474.5_[L-(-)-Malic acid_3TMS]", 222656
"Unknown", 
"GCTMS_N12C_STD_051219_400.909_1485.1_[Niacinamide_1TMS]", 936
"Unknown", 
"Unknown", 
"Unknown", 
"Unknown", 
"M000054_A150002-101-xxx_NA_1493.27_TRUE_VAR5_ALK_Erythritol (4TMS)", 222285
"GCTMS_N12C_STD_051214_369.241_1497_[N-Acetyl-DL-Serine_2TMS]", 65249
"M000013_A151002-101-xxx_NA_1501.28_TRUE_VAR5_ALK_Asparagine [-H2O] (2TMS)", 6267
"Unknown", 
"Unknown", 
"M000535_A150001-101-xxx_NA_1500_TRUE_VAR5_ALK_Pentadecane. n-", 
"Unknown", 
"GCTMS_N12C_STD_051219_406.552_1506.6_[L-Aspartic acid_3TMS]", 5960
"M000033_A152002-101-xxx_NA_1510.94_TRUE_VAR5_ALK_Aspartic acid (3TMS)", 5960
"Unknown", 
"GCTMS_N12C_STD_051207_375.28_1513.9_[L-Methionine_2TMS]", 6137
"Unknown", 
"Unknown", 
"Unknown", 
"M000037_A153002-101-xxx_NA_1521.72_TRUE_VAR5_ALK_Pyroglutamic acid (2TMS)", 7405
"Unknown", 
"GCTMS_N12C_STD_051207_376.732_1519.7_[L-Pyroglutamic acid_2TMS]", 7405
"Unknown", 
"Unknown", 
"Unknown", 
"GCTMS_N12C_STD_060123_409.917_1526.6_[gamma-Amino-n-butyric acid_3TMS]", 119
"M000454_A154001-101-xxx_NA_1528.56_TRUE_VAR5_ALK_Erythronic acid (4TMS)", 151152
"Unknown", 
"GCTMS_N12C_STD_051219_411.37_1525.9_[Isoguvacine_nTMS]", 
"Unknown", 
"M000032_A155001-101-xxx_NA_1534.06_TRUE_VAR5_ALK_Glutamine [-H2O] (2TMS) MP", 5961
"GCTMS_N12C_STD_051219_412.735_1531.6_[DL-threo-beta-Methylaspartic acid_3TMS]", 
"Unknown", 
"Unknown", 
"M001212_A155003-101-xxx_NA_1541.53_PRED_VAR5_ALK_similar to Ditertbutylphenol (1TMS)", 
"Unknown", 
"Unknown", 
"Unknown", 
"Unknown", 
"M000078_A156001-101-xxx_NA_1545.35_TRUE_VAR5_ALK_Threonic acid (4TMS)", 151152
"M000013_A157008-101-xxx_NA_1557.54_PRED_VAR5_ALK_similar to Asparagine Derivate", 6267
"Unknown", 
"M000015_A158006-101-xxx_NA_1564.96_TRUE_VAR5_ALK_Serine (4TMS)", 5951
"Unknown", 
"Unknown", 
"Unknown", 
"Unknown", 
"M000000_A159003-101-xxx_NA_1575.36_PRED_VAR5_ALK_NA", 
"Unknown", 
"M000000_A159002-101-xxx_NA_1573.88_PRED_VAR5_ALK_NA", 
"Unknown", 
"Unknown", 
"M000013_A157012-101-xxx_NA_1581.3_PRED_VAR5_ALK_similar to Asparagine Derivate", 6267
"Unknown", 
"1577.6_L-Ethionine (2TMS)", 
"Unknown", 
"M000029_A159001-101-xxx_NA_1583.16_TRUE_VAR5_ALK_Proline [+CO2] (2TMS)", 145742
"M000000_A158017-101-xxx_NA_1578.29_PRED_VAR5_ALK_Unknown#bth-pae-039", 133568353
"Unknown", 
"M000032_A160005-101-xxx_NA_1580.83_TRUE_VAR5_ALK_Glutamine [-H2O] (3TMS) MP", 5961
"Unknown", 
"Unknown", 
"M000013_A161001-101-xxx_NA_1599.53_TRUE_VAR5_ALK_Asparagine (2TMS)", 6267
"Unknown", 
"Unknown", 
"Unknown", 
"Unknown", 
"M000537_A160011-101-xxx_NA_1596.58_PRED_VAR5_ALK_Hexadecane. n-", 
"M000028_A162001-101-xxx_NA_1609.24_TRUE_VAR5_ALK_Ornithine (3TMS) (Derivate not found)", 6262
"Unknown", 
"Unknown", 
"GCTMS_N12C_STD_051207_398.56_1607.8_[L-Glutamic acid_3TMS]", 33032
"Unknown", 
"M000036_A163001-101-xxx_NA_1614.59_TRUE_VAR5_ALK_Glutamic acid (3TMS)", 33032
"M000013_A164007-101-xxx_NA_1621.76_PRED_VAR5_ALK_Asparagine (4TMS) BP1", 6267
"Unknown", 
"Unknown", 
"M000000_A163017-101-xxx_NA_1628.54_PRED_VAR5_ALK_Unknown#sst-cgl-040", 439329
"1615.3_D-tartaric acid (4TMS)", 439655
"Unknown", 
"Unknown", 
"Unknown", 
"M001230_A163025-101-xxx_NA_1631.51_TRUE_VAR5_ALK_2-Imidazolidone-4-carboxylic acid (3TMS)", 
"GCTMS_N12C_STD_051219_435.459_1623.8_[Ibuprofen_1TMS]", 3672
"M000011_A164001-101-xxx_NA_1629.63_TRUE_VAR5_ALK_Phenylalanine (2TMS)", 6140
"GCTMS_N12C_STD_051207_402.604_1625.1_[L-Phenylalanine_2TMS]", 6140
"GCTMS_N12C_STD_060123_437.89_1641_[beta-Ketoadipic acid_methoxyamine_2TMS]", 
"Unknown", 
"M000576_A164008-101-xxx_NA_1638.04_TRUE_VAR5_ALK_Lyxose (1MEOX) (4TMS) BP", 441476
"Unknown", 
"Unknown", 
"M000000_A165002-101-xxx_NA_1643.67_PRED_VAR5_ALK_NA", 
"M000582_A167011-101-xxx_NA_1649.64_TRUE_VAR5_ALK_Ribose (1MEOX) (4TMS) BP", 5779
"GCTMS_N12C_STD_051207_407.521_1646.1_[D-(-)-Arabinose_4TMS]", 439195
"M000000_A167004-101-xxx_NA_1658.7_PRED_VAR5_ALK_NA", 
"M000000_A165011-101-xxx_NA_1654.34_TRUE_VAR5_ALK_D165453", 
"GCTMS_N12C_STD_060123_439.936_1649.7_[beta-Ketoadipic acid_methoxyamine_2TMS]", 
"GCTMS_N12C_STD_051207_410.788_1660_[D-Xylulose_4TMS]", 5289590
"M000013_A168001-101-xxx_NA_1666.44_TRUE_VAR5_ALK_Asparagine (3TMS)", 6267
"GCTMS_N12C_STD_051219_443.082_1656.3_[L-Asparagine_3TMS]", 6267
"M000582_A168002-101-xxx_NA_1665.99_TRUE_VAR5_ALK_Ribose (1MEOX) (4TMS) MP", 5779
"GCTMS_N12C_STD_051207_410.59_1659.2_[D(-)Ribose_4TMS]", 5779
"Unknown", 
"M000000_A168011-101-xxx_NA_1685.13_PRED_VAR5_ALK_NA", 
"Unknown", 
"GCTMS_N12C_STD_060121_449.121_1513.5_[N-Formyl-L-methionine_2TMS]", 6995182
"Unknown", 
"M000013_A169005-101-xxx_NA_1687.68_PRED_VAR5_ALK_similar to Asparagine -H2O (3TMS)", 6267
"Unknown", 
"M000248_A172001-101-xxx_NA_1701.03_TRUE_VAR5_ALK_Glucose. 1.6-anhydro-. beta- (3TMS)", 
"M000014_A170007-101-xxx_NA_1702.95_PRED_VAR5_ALK_Lysine (3TMS) (Derivate not found)", 5962
"M000666_A157010-101-xxx_NA_1701.57_TRUE_VAR5_ALK_Butanoic acid. 2.4-diamino- (4TMS)", 134490
"1697.7_DL-Glyceraldehyde 3-phosphate solution (1MEOX) (3TMS)", 
"M000538_A170009-101-xxx_NA_1698.45_PRED_VAR5_ALK_Heptadecane. n-", 
"Unknown", 
"Unknown", 
"M000329_A174002-101-xxx_NA_1713.86_TRUE_VAR5_ALK_Glycerol-2-phosphate (4TMS)", 2526
"Unknown", 
"M000590_A172002-101-xxx_NA_1707.41_TRUE_VAR5_ALK_Rhamnose (1MEOX) (4TMS) MP", 25310
"Unknown", 
"M000591_A173002-101-xxx_NA_1714.7_TRUE_VAR5_ALK_Fucose (1MEOX) (4TMS) MP", 17106
"Unknown", 
"GCTMS_N12C_STD_060123_455.259_1715.7_[N-acetyl putrescine hydrochloride_2TMS]", 
"GCTMS_N12C_STD_051214_416.034_1710.9_[Adonitol_5TMS]", 6912
"Unknown", 
"M000000_A174001-101-xxx_NA_1732.08_PRED_VAR5_ALK_NA174001", 
"Unknown", 
"Unknown", 
"Unknown", 
"1741_N-Acetyl-DL-glutamic acid (3TMS)", 185
"M000980_A171021-101-xxx_NA_1716_TRUE_VAR5_ALK_Putrescine. N-acetyl- (3TMS)", 122356
"Unknown", 
"Unknown", 
"GCTMS_N12C_STD_051214_426.331_1736.3_[1,4-Butanediamine_4TMS]", 
"Unknown", 
"Unknown", 
"Unknown", 
"GCTMS_N12C_STD_060131_460.969_1740_[rac-Glycerol 3-phosphoate disodium_4TMS]", 
"Unknown", 
"M000000_A175008-101-xxx_NA_1740.69_PRED_VAR5_ALK_NA", 
"Unknown", 
"Unknown", 
"Unknown", 
"Unknown", 
"GCTMS_N12C_STD_051214_425.835_1755.1_[Adonitol]", 6912
"Unknown", 
"Unknown", 
"M000032_A178001-101-xxx_NA_1766.72_TRUE_VAR5_ALK_Glutamine. DL- (3TMS)", 5961
"M000000_A178006-101-xxx_NA_1774.25_PRED_VAR5_ALK_NA", 
"GCTMS_N12C_STD_051207_434.102_1517.9_[L-Glutamine_3TMS]", 5961
"Unknown", 
"M000000_A178010-101-xxx_NA_1765.26_PRED_VAR5_ALK_NA", 
"M001131_A177014-101-xxx_NA_1774.08_TRUE_VAR5_ALK_Ethanolaminephosphate (4TMS)", 1015
"1771.4_N-Acetyl-DL-glutamic acid (3TMS)", 185
"GCTMS_N12C_STD_060123_469.293_1778.9_[delta-Aminolevulinic acid_3TMS]", 137
"GCTMS_N12C_STD_051214_432.898_1766_[4-Hydroxyphenylpyruvic acid_3TMS]", 979
"Unknown", 
"M000987_A177013-101-xxx_NA_1777.54_TRUE_VAR5_ALK_Methionine sulfoxide (3TMS)", 847
"Unknown", 
"GCTMS_N12C_STD_051203_439.761_1788.2_[(-)Shikimic acid_4TMS]", 8742
"M000105_A181003-101-xxx_NA_1791.68_TRUE_VAR5_ALK_Glyceric acid-3-phosphate (4TMS)", 
"Unknown", 
"Unknown", 
"Unknown", 
"Unknown", 
"M000539_A180008-101-xxx_NA_1799.99_TRUE_VAR5_ALK_Octadecane. n-", 
"M000069_A182004-101-xxx_NA_1804.71_TRUE_VAR5_ALK_Citric acid (4TMS)", 311
"Unknown", 
"GCTMS_N12C_STD_051203_443.194_1803.9_[Citric acid_4TMS]", 311
"Unknown", 
"GCTMS_N12C_STD_051207_444.118_1808.8_[L-Ornithine _2TMS]", 6262
"M000835_A183001-101-xxx_NA_1814.97_TRUE_VAR5_ALK_Arginine [-NH3] (3TMS)", 6322
"Unknown", 
"Unknown", 
"Unknown", 
"Unknown", 
"M000000_A183003-101-xxx_NA_1818.86_PRED_VAR5_ALK_NA", 
"GCTMS_N12C_STD_051207_447.598_1825.4_[L-Methionine sulfone_2TMS]", 847
"GCTMS_N12C_STD_060131_477.898_1817.1_[Uridine 5'-diphospho-N-acetylglucosamine_nTMS]", 
"Unknown", 
"Unknown", 
"Unknown", 
"Unknown", 
"Unknown", 
"Unknown", 
"M000000_A184035-101-xxx_NA_1836.31_PRED_VAR5_ALK_Unknown#sst-cgl-076", 
"Unknown", 
"M000629_A185007-101-xxx_NA_1838_TRUE_VAR5_ALK_Psicose (1MEOX) (5TMS) BP", 
"Unknown", 
"Unknown", 
"Unknown", 
"Unknown", 
"Unknown", 
"Unknown", 
"Unknown", 
"Unknown", 
"Unknown", 
"Unknown", 
"Unknown", 
"Unknown", 
"GCTMS_N12C_STD_051207_453.919_1855.5_[D(-)Fructose_5TMS]", 439709
"M000606_A187002-101-xxx_NA_1853.93_TRUE_VAR5_ALK_Fructose (1MEOX) (5TMS) MP", 439709
"Unknown", 
"M000619_A186013-101-xxx_NA_1859.13_PRED_VAR5_ALK_Viburnitol (5TMS)", 
"Unknown", 
"Unknown", 
"Unknown", 
"Unknown", 
"M000013_A187001-101-xxx_NA_1861.43_TRUE_VAR5_ALK_Asparagine (4TMS) BP2", 6267
"Unknown", 
"GCTMS_N12C_STD_051207_455.767_1864.3_[D(-)Fructose_5TMS]", 439709
"Unknown", 
"Unknown", 
"M000606_A188004-101-xxx_NA_1863.13_TRUE_VAR5_ALK_Fructose (1MEOX) (5TMS) BP", 439709
"Unknown", 
"1865.4_D-(+)-Gluconic acid delta-lactone (1MEOX) (4TMS)", 2724333
"Unknown", 
"Unknown", 
"M000635_A188011-101-xxx_NA_1871.46_TRUE_VAR5_ALK_Idose (1MEOX) (5TMS) MP", 7027
"Unknown", 
"GCTMS_N12C_STD_051207_457.96_1874.8_[D(+)Galactose_5TMS]", 439357
"Unknown", 
"Unknown", 
"Unknown", 
"M000638_A189008-101-xxx_NA_1871.9_TRUE_VAR5_ALK_Gluconic acid-1.5-lactone (4TMS)", 7027
"Unknown", 
"Unknown", 
"Unknown", 
"M000040_A189005-101-xxx_NA_1879.57_PRED_VAR5_ALK_Glucopyranose. D- (5TMS)", 5793
"Unknown", 
"Unknown", 
"Unknown", 
"GCTMS_N12C_STD_051207_459.397_1881.6_[D-(+)-Glucose_5TMS]", 5793
"Unknown", 
"M000040_A189002-101-xxx_NA_1880.5_TRUE_VAR5_ALK_Glucose (1MEOX) (5TMS) MP", 5793
"Unknown", 
"Unknown", 
"Unknown", 
"GCTMS_N12C_STD_051214_458.902_1888.1_[3-Indolylacetonitrile_1TMS]", 351795
"Unknown", 
"M000593_A188025-101-xxx_NA_1889.19_TRUE_VAR5_ALK_Indole-3-acetonitrile (1TMS)", 351795
"Unknown", 
"GCTMS_N12C_STD_051207_459.562_1882.4_[beta-D(+)Glucose_5TMS]", 5793
"GCTMS_N12C_STD_051214_458.983_1888.4_[L-Iditol_nTMS]", 5460044
"M000635_A191005-101-xxx_NA_1897.25_TRUE_VAR5_ALK_Idose (1MEOX) (5TMS) BP", 7027
"M000543_A190001-101-xxx_NA_1900.01_TRUE_VAR5_ALK_Nonadecane", 12401
"M000043_A191002-101-xxx_NA_1902.42_PRED_VAR5_ALK_Galactose (1MEOX) (5TMS) BP", 7027
"Unknown", 
"GCTMS_N12C_STD_060131_498.886_1917.7_[Tyramine_3TMS]", 5610
"M000014_A192003-101-xxx_NA_1913.61_TRUE_VAR5_ALK_Lysine (4TMS)", 5962
"1918.8_D-Glucurono-6,3-lactone (1MEOX) (3TMS)", 
"Unknown", 
"M000000_A192023-101-xxx_NA_1928.13_TRUE_VAR5_ALK_D192781", 
"Unknown", 
"Unknown", 
"GCTMS_N12C_STD_051203_468.505_1925.7_[D-Galactosamine_hydrochloride_5TMS]", 
"M000703_A212013-101-xxx_NA_1920.5_TRUE_VAR5_ALK_Sedoheptulose. 2.7-anhydro-. beta- (4TMS)", 102926
"GCTMS_N12C_STD_051207_469.708_1932.3_[L-Tyrosine_3TMS]", 6057
"Unknown", 
"GCTMS_N12C_STD_051203_469.594_1931.2_[D-Galactosamine_hydrochloride_5TMS]", 
"Unknown", 
"GCTMS_N12C_STD_051214_471.623_1951.2_[D(+)-Galacturonic acid_5TMS]", 84740
"M000000_A197001-101-xxx_NA_1963.74_PRED_VAR5_ALK_NA", 
"M000000_A197003-101-xxx_NA_1958.51_PRED_VAR5_ALK_similar to Glucopyranose (5TMS)", 
"Unknown", 
"Unknown", 
"M000000_A199004-101-xxx_NA_1977.79_PRED_VAR5_ALK_NA", 
"M000409_A189020-101-xxx_NA_1965.41_TRUE_VAR5_ALK_Ornithine. N2-acetyl- (4TMS)", 439232
"1983_D-(+)-Gluconic acid delta-lactone (1MEOX) (4TMS)", 2724333
"Unknown", 
"M000409_A200002-101-xxx_NA_1997.44_TRUE_VAR5_ALK_Ornithine. N2-acetyl- (3TMS)", 439232
"M000032_A200005-101-xxx_NA_1995.7_PRED_VAR5_ALK_Glutamine. DL- (4TMS)", 5961
"Unknown", 
"GCTMS_N12C_STD_060123_516.375_2006.7_[urocanic acid_2TMS]", 736715
"M000544_A200008-101-xxx_NA_2002.55_PRED_VAR5_ALK_Eicosane. n-", 
"M000000_A203003-101-xxx_NA_2014.18_PRED_VAR5_ALK_NA", 
"M000000_A203009-101-xxx_NA_2015.94_PRED_VAR5_ALK_NA", 
"GCTMS_N12C_STD_051214_489.955_2044.8_[CYS-Gly_nTMS]", 
"M000594_A204001-101-xxx_NA_2030.47_TRUE_VAR5_ALK_Galactaric acid (6TMS)", 33037
"Unknown", 
"M000028_A204003-101-xxx_NA_2031.16_TRUE_VAR5_ALK_Ornithine (5TMS)", 6262
"M000483_A205001-101-xxx_NA_2046.19_TRUE_VAR5_ALK_Hexadecanoic acid (1TMS)", 985
"GCTMS_N12C_STD_060121_522.943_2038.4_[Palmitic acid_1TMS]", 985
"Unknown", 
"Unknown", 
"Unknown", 
"GCTMS_N12C_STD_051214_486.654_2051_[3,5-Dimethoxy-4-hydroxycinnamic acid (Sinapic acid)_2TMS]", 
"Unknown", 
"GCTMS_N12C_STD_051219_527.629_2058.7_[N-Acetyl-D-glucosamine_4TMS]", 439174
"GCTMS_N12C_STD_051219_528.883_2065.2_[N-Acetyl-D-glucosamine_4TMS]", 439174
"Unknown", 
"Unknown", 
"Unknown", 
"GCTMS_N12C_STD_051219_530.434_2073.4_[N-Acetyl-D-glucosamine_4TMS]", 439174
"Unknown", 
"GCTMS_N12C_STD_051203_499.327_2083.6_[myo-Inositol_6TMS]", 
"Unknown", 
"Unknown", 
"M000548_A210012-101-xxx_NA_2102.8_PRED_VAR5_ALK_Heneicosane. n-", 
"Unknown", 
"M000000_A214003-101-xxx_NA_2127.28_PRED_VAR5_ALK_NA", 
"M000000_A213001-101-xxx_NA_2121.34_PRED_VAR5_ALK_NA213001", 
"M000000_A217004-101-xxx_NA_2161.76_PRED_VAR5_ALK_NA", 
"Unknown", 
"GCTMS_N12C_STD_051214_512.922_2168.1_[Phytol_1TMS]", 5280435
"M000834_A218002-101-xxx_NA_2173.41_PRED_VAR5_ALK_Glycerophosphoglycerol (5TMS)", 
"M000000_A221004-101-xxx_NA_2197.89_PRED_VAR5_ALK_NA", 
"M000550_A220001-101-xxx_NA_2200_TRUE_VAR5_ALK_Docosane. n-", 
"GCTMS_N12C_STD_060121_554.721_2209.6_[Linoleic acid_1TMS]", 5280450
"GCTMS_N12C_STD_060123_555.547_2217.4_[Oleic acid_1TMS]", 445639
"Unknown", 
"GCTMS_N12C_STD_060121_555.777_2215.6_[Linolenic acid_1TMS]", 5280934
"Unknown", 
"GCTMS_N12C_STD_051207_523.416_2216.3_[L-Tryptophane_3TMS]", 6305
"Unknown", 
"M000553_A223009-101-xxx_NA_2226.44_PRED_VAR5_ALK_Octadecatrienoic acid. n- (1TMS)", 
"GCTMS_N12C_STD_060131_559.045_2236_[Stearic acid_1TMS]", 5281
"GCTMS_N12C_STD_051221_521.172_2239.2_[3,5-Dimethoxy-4-hydroxycinnamic acid (Sinapic acid)_2TMS]", 
"M000000_A227001-101-xxx_NA_2259.04_PRED_VAR5_ALK_NA", 
"GCTMS_N12C_STD_060131_561.949_2252.6_[Spermidine_5TMS]", 1102
"Unknown", 
"M000000_A228001-101-xxx_NA_2265.18_PRED_VAR5_ALK_NA", 
"M000000_A227008-101-xxx_NA_2271.06_TRUE_VAR5_ALK_NA227008", 
"M000000_A228015-101-xxx_NA_2276.99_PRED_VAR5_ALK_Unknown#sst-cgl-111", 
"M000000_A226014-101-xxx_NA_2265.6_TRUE_VAR5_ALK_D226501", 
"Unknown", 
"M000510_A232002-101-xxx_NA_2292.48_TRUE_VAR5_ALK_Fructose-6-phosphate (1MEOX) (6TMS) MP", 69507
"GCTMS_N12C_STD_051207_535.264_2284.1_[D-Fructose 6-phosphate_6TMS]", 69507
"M000000_A228014-101-xxx_NA_2285.27_TRUE_VAR5_ALK_D228685", 
"Unknown", 
"M000556_A230004-101-xxx_NA_2301.6_PRED_VAR5_ALK_Tricosane. n-", 
